Chr	Start	End	Cytoband	Gene	RefSeqName
7	142749437.0	142750379.0	q34	OR6V1	NM_001001667
7	142759380.0	142760882.0	q34	OR6W1P	NR_002140
7	142723286.0	142724219.0	q34	OR9A2	NM_001001658
7	141618675.0	141619620.0	q34	OR9A4	NM_001001656
7	102073976.0	102097268.0	q22.1	ORAI2	NM_001126340
7	103766787.0	103848495.0	q22.2	ORC5	NM_002553
7	139723543.0	139763521.0	q34	PARP12	NM_022750
7	127250345.0	127255780.0	q32.1	PAX4	NM_006193
7	154735399.0	154794682.0	q36.2	PAXIP1	NM_007349
7	154795142.0	154797413.0	q36.2	PAXIP1-AS1	NR_028090
7	154720226.0	154741196.0	q36.2	PAXIP1-AS2	NR_024476
7	82383320.0	82792197.0	q21.11	PCLO	NM_033026
7	100199881.0	100205798.0	q22.1	PCOLCE	NM_002593
7	100187023.0	100201661.0	q22.1	PCOLCE-AS1	NR_038910
7	98992297.0	99006305.0	q22.1	PDAP1	NM_014891
7	148700153.0	148725782.0	q36.1	PDIA4	NM_004911
7	95212808.0	95225925.0	q21.3	PDK4	NM_002612
7	94285636.0	94299006.0	q21.3	PEG10	NM_001184962
7	92116336.0	92157845.0	q21.2	PEX1	NM_001282677
7	77428108.0	77586821.0	q21.11	PHTF2	NM_001127358
7	106505722.0	106549423.0	q22.3	PIK3CG	NM_001282426
7	99971067.0	99997722.0	q22.1	PILRA	NM_013439
7	99955625.0	99965454.0	q22.1	PILRB	NM_178238
7	142829173.0	142836834.0	q34	PIP	NM_002652
7	100849257.0	100861011.0	q22.1	PLOD3	NM_001084
7	131808090.0	132261323.0	q32.3	PLXNA4	NM_020911
7	102937872.0	102955133.0	q22.1	PMPCB	NM_004279
7	99918262.0	99933930.0	q22.1	PMS2P1	NR_003613
7	72476643.0	72491707.0	q11.23	PMS2P2	NR_003614
7	75137068.0	75157453.0	q11.23	PMS2P3	NR_028059
7	66741117.0	66767429.0	q11.21	PMS2P4	NR_046299
7	74702376.0	74988276.0	q11.23	PMS2P5	NR_027776
7	74977963.0	74988292.0	q11.23	PMS2P7	NR_130940
7	76668796.0	76682355.0	q11.23	PMS2P9	NR_028058
7	108110865.0	108168605.0	q31.1	PNPLA8	NM_001256011
7	131185020.0	131241376.0	q32.3	PODXL	NM_005397
7	102113547.0	102119381.0	q22.1	POLR2J	NM_006234
7	102277194.0	102312176.0	q22.1	POLR2J2	NM_032959
7	102178365.0	102213068.0	q22.1	POLR2J3	NM_001097615
7	72349905.0	72421979.0	q11.23	POM121	NM_001257190
7	75046059.0	75115565.0	q11.23	POM121C	NM_001099415
7	76239302.0	76256620.0	q11.23	POMZP3	NM_152992
7	94926987.0	94954018.0	q21.3	PON1	NM_000446
7	95034173.0	95064384.0	q21.3	PON2	NM_001018161
7	94989183.0	95025687.0	q21.3	PON3	NM_000940
7	100303675.0	100305123.0	q22.1	POP7	NM_005837
7	75544419.0	75616173.0	q11.23	POR	NM_000941
7	124462439.0	124570037.0	q31.33	POT1	NM_015450
7	124569926.0	124785287.0	q31.33	POT1-AS1	NR_125718
7	100032899.0	100034096.0	q22.1	PPP1R35	NM_001346938
7	113516881.0	113559082.0	q31.1	PPP1R3A	NM_002711
7	94536948.0	94925727.0	q21.3	PPP1R9A	NM_001166160
7	151253200.0	151574316.0	q36.1	PRKAG2	NM_016203
7	151574126.0	151576308.0	q36.1	PRKAG2-AS1	NR_038926
7	106685177.0	106802256.0	q22.3	PRKAR2B	NM_002736
7	102036803.0	102067129.0	q22.1	PRKRIP1	NM_024653
7	127990378.0	128001739.0	q32.1	PRRT4	NM_001174164
7	142457318.0	142460927.0	q34	PRSS1	NM_002769
7	141536077.0	141541221.0	q34	PRSS37	NM_001171951
7	142478756.0	142482399.0	q34	PRSS3P2	NR_001296
7	141951957.0	141957878.0	q34	PRSS58	NM_001001317
7	102987970.0	103009842.0	q22.1	PSMC2	NM_002803
7	99014361.0	99036462.0	q22.1	PTCD1	NM_015545
7	136912091.0	137028736.0	q33	PTN	NM_001321387
7	77166772.0	77269388.0	q11.23	PTPN12	NM_002835
7	157331745.0	158380494.0	q36.3	PTPRN2	NM_002847
7	121513158.0	121702090.0	q31.32	PTPRZ1	NM_002851
7	105096947.0	105162705.0	q22.3	PUS7	NM_001318164
7	99816870.0	99819111.0	q22.1	PVRIG	NM_024070
7	99949940.0	99951559.0	q22.1	PVRIG2P	NR_103728
7	140103842.0	140126050.0	q34	RAB19	NM_001008749
7	66147077.0	66276448.0	q11.21	RABGEF1	NM_001287060
7	150035406.0	150038763.0	q36.1	RARRES2	NM_002889
7	102220092.0	102257205.0	q22.1	RASA4	NM_006989
7	102123585.0	102158224.0	q22.1	RASA4B	NM_001277335
7	102319154.0	102389141.0	q22.1	RASA4DP	NR_146066
7	127950435.0	127983962.0	q32.1	RBM28	NM_001166135
7	155437202.0	155574179.0	q36.3	RBM33	NM_053043
7	92158086.0	92169795.0	q21.2	RBM48	NM_032120
7	74441223.0	74489717.0	q11.23	RCC1L	NM_148842
7	103112230.0	103629963.0	q22.1	RELN	NM_173054
7	150065878.0	150071133.0	q36.1	REPIN1	NM_013400
7	73645831.0	73668788.0	q11.23	RFC2	NM_002914
7	75508309.0	75518244.0	q11.23	RHBDD2	NM_001346189
7	151163097.0	151217010.0	q36.1	RHEB	NM_005614
7	105172527.0	105208132.0	q22.3	RINT1	NM_021930
7	122337765.0	122339208.0	q31.32	RNF133	NM_139175
7	122341719.0	122343021.0	q31.32	RNF148	NM_198085
7	156433352.0	156469820.0	q36.3	RNF32	NM_030936
7	77976558.0	77988770.0	q21.11	RPL13AP17	NR_003680
7	102781716.0	102782850.0	q22.1	RPL19P12	NR_026660
7	77325742.0	77409120.0	q11.23	RSBN1L	NM_198467
7	87257728.0	87461613.0	q21.12	RUNDC3B	NM_001134406
7	92728825.0	92747336.0	q21.2	SAMD9	NM_017654
7	92759366.0	92777712.0	q21.2	SAMD9L	NM_152703
7	100169851.0	100171443.0	q22.1	SAP25	NM_001168682
7	66452663.0	66460683.0	q11.21	SBDS	NM_016038
7	72299951.0	72307978.0	q11.23	SBDSP1	NR_024110
7	98479319.0	98479513.0	q22.1	SCARNA28	NR_132754
7	96745904.0	96811075.0	q21.3	SDHAF3	NM_020186
7	96110937.0	96339087.0	q21.3	SEM1	NM_001349702
7	83587658.0	83824217.0	q21.11	SEMA3A	NM_006080
7	80371851.0	80551695.0	q21.11	SEMA3C	NM_001350120
7	84624871.0	84751247.0	q21.11	SEMA3D	NM_152754
7	82993221.0	83278479.0	q21.11	SEMA3E	NM_012431
7	100770369.0	100782547.0	q22.1	SERPINE1	NM_000602
7	94214535.0	94285521.0	q21.3	SGCE	NM_001301139
7	101928352.0	101962178.0	q22.1	SH2B2	NM_020979
7	155594933.0	155604967.0	q36.3	SHH	NM_000193
7	100450340.0	100464634.0	q22.1	SLC12A9	NM_020246
7	100434935.0	100450236.0	q22.1	SLC12A9-AS1	NR_146550
7	122753587.0	122840025.0	q31.32	SLC13A1	NM_022444
7	135365986.0	135412952.0	q33	SLC13A4	NM_001318192
7	95749531.0	95951459.0	q21.3	SLC25A13	NR_027662
7	87463813.0	87505692.0	q21.12	SLC25A40	NM_018843
7	107405911.0	107443678.0	q31.1	SLC26A3	NM_000111
7	107301079.0	107358252.0	q22.3	SLC26A4	NM_000441
7	107296960.0	107302243.0	q22.3	SLC26A4-AS1	NR_028137
7	102993176.0	103086624.0	q22.1	SLC26A5	NM_001321787
7	133974089.0	134001827.0	q33	SLC35B4	NM_032826
7	140033551.0	140098350.0	q34	SLC37A3	NM_001287498
7	150755286.0	150773614.0	q36.1	SLC4A2	NM_001199692
7	150936058.0	150974231.0	q36.1	SMARCD3	NM_003078
7	112756772.0	112758637.0	q31.1	SMIM30	NM_001352688
7	129142319.0	129152773.0	q32.1	SMKR1	NM_001195243
7	128828712.0	128853385.0	q32.1	SMO	NM_005631
7	98625057.0	98741743.0	q22.1	SMURF1	NM_020429
7	127292042.0	127732661.0	q32.1	SND1	NM_014390
7	127637561.0	127640130.0	q32.1	SND1-IT1	NR_027330
7	75573100.0	75573234.0	q11.23	SNORA14A	NR_002955
7	64530915.0	64531050.0	q11.21	SNORA15B-1	NR_145716
7	64530915.0	64531050.0	q11.21	SNORA15B-2	NR_145713
7	65220512.0	65220646.0	q11.21	SNORA22	NR_002961
7	64526376.0	64526510.0	q11.21	SNORA22C	NR_145729
7	115221368.0	115221495.0	q31.2	SNORA25B	NR_145801
7	123565285.0	123611461.0	q31.32	SPAM1	NM_003117
7	74867122.0	74918014.0	q11.23	SPDYE10P	NR_146079
7	74938328.0	74945320.0	q11.23	SPDYE11	NM_001351349
7	74938128.0	74946406.0	q11.23	SPDYE13P	NR_146073
7	74938128.0	74946406.0	q11.23	SPDYE14P	NR_146072
7	74938128.0	74946406.0	q11.23	SPDYE15P	NR_146074
7	76163010.0	76169703.0	q11.23	SPDYE16	NM_001351597
7	74937794.0	74945223.0	q11.23	SPDYE17	NM_001351351
7	76682049.0	76690198.0	q11.23	SPDYE18	NM_001351348
7	102191678.0	102202757.0	q22.1	SPDYE2	NM_001031618
7	102191678.0	102202757.0	q22.1	SPDYE2B	NM_001166339
7	99905324.0	99919819.0	q22.1	SPDYE3	NM_001004351
7	75122946.0	75133628.0	q11.23	SPDYE5	NM_001306141
7	101986185.0	101996889.0	q22.1	SPDYE6	NM_001146210
7	72333320.0	72339656.0	q11.23	SPDYE7P	NR_003666
7	74936532.0	74946587.0	q11.23	SPDYE8P	NR_003664
7	87834431.0	87856308.0	q21.12	SRI	NM_198901
7	104756820.0	105029837.0	q22.3	SRPK2	NM_001350740
7	75831210.0	75916609.0	q11.23	SRRM3	NM_001110199
7	100472700.0	100486285.0	q22.1	SRRT	NM_015908
7	141438120.0	141450288.0	q34	SSBP1	NM_001256511
7	76018645.0	76039012.0	q11.23	SSC4D	NM_080744
7	129847703.0	129856684.0	q32.2	SSMEM1	NM_145268
7	149473130.0	149531053.0	q36.1	SSPO	NM_198455
7	116593380.0	116870075.0	q31.2	ST7	NM_018412
7	116592500.0	116594388.0	q31.2	ST7-AS1	NR_002330
7	116752345.0	116785646.0	q31.2	ST7-AS2	NR_002331
7	116822734.0	116849991.0	q31.2	ST7-OT3	NR_002332
7	116593901.0	116599871.0	q31.2	ST7-OT4	NR_002329
7	99775346.0	99812010.0	q22.1	STAG3	NM_001282716
7	74988446.0	74997085.0	q11.23	STAG3L1	NR_040583
7	74298091.0	74306731.0	q11.23	STAG3L2	NR_040584
7	72467817.0	72476466.0	q11.23	STAG3L3	NR_040582
7	66767624.0	66786513.0	q11.21	STAG3L4	NR_040585
7	99933701.0	99938951.0	q22.1	STAG3L5P	NR_103720
7	99933687.0	99965454.0	q22.1	STAG3L5P-PVRIG2P-PILRB	NR_036569
7	89783688.0	89794141.0	q21.13	STEAP1	NM_012449
7	89840999.0	89866992.0	q21.13	STEAP2	NM_152999
7	89511666.0	89840949.0	q21.13	STEAP2-AS1	NR_110029
7	87905743.0	87936228.0	q21.12	STEAP4	NM_001205316
7	135347220.0	135361160.0	q33	STMP1	NM_001130929
7	134916730.0	134943244.0	q33	STRA8	NM_182489
7	129074273.0	129128239.0	q32.1	STRIP2	NM_020704
7	73113534.0	73134017.0	q11.23	STX1A	NM_004603
7	75625654.0	75677321.0	q11.23	STYXL1	NM_001317787
7	138279029.0	138363790.0	q34	SVOPL	NM_001139456
7	105730813.0	105753093.0	q22.3	SYPL1	NM_006754
7	97361270.0	97369784.0	q21.3	TAC1	NM_003182
7	99704692.0	99717481.0	q22.1	TAF6	NM_001190415
7	122634758.0	122635754.0	q31.32	TAS2R16	NM_016945
7	141463896.0	141464997.0	q34	TAS2R3	NM_016943
7	141672430.0	141673573.0	q34	TAS2R38	NM_176817
7	142880511.0	142881528.0	q34	TAS2R39	NM_176881
7	141478288.0	141479188.0	q34	TAS2R4	NM_016944
7	142919129.0	142920172.0	q34	TAS2R40	NM_176882
7	143174965.0	143175889.0	q35	TAS2R41	NM_176883
7	141490016.0	141491166.0	q34	TAS2R5	NM_018980
7	143140545.0	143141502.0	q35	TAS2R60	NM_177437
7	72983276.0	72993013.0	q11.23	TBL2	NM_012453
7	139478046.0	139720125.0	q34	TBXAS1	NM_001130966
7	143548460.0	143599278.0	q35	TCAF1	NM_001206938
7	143318044.0	143422176.0	q35	TCAF2	NM_001130025
7	143507082.0	143512482.0	q35	TCAF2P1	NR_110549
7	97844754.0	97881563.0	q21.3	TECPR1	NM_015395
7	115850546.0	115898837.0	q31.2	TES	NM_015641
7	88423419.0	88425031.0	q21.13	TEX47	NM_152706
7	115575201.0	115670867.0	q31.2	TFEC	NM_012252
7	93514708.0	93520303.0	q21.3	TFPI2	NM_001271004
7	100218038.0	100239173.0	q22.1	TFR2	NM_003227
7	108202587.0	108210212.0	q31.1	THAP5	NM_001287601
7	92041863.0	92066628.0	q21.2	TMBIM7P	NR_145992
7	75616154.0	75623992.0	q11.23	TMEM120A	NM_001317803
7	98444110.0	98467673.0	q22.1	TMEM130	NM_152913
7	142981991.0	142985142.0	q34	TMEM139	NM_153345
7	134832765.0	134850967.0	q33	TMEM140	NM_018295
7	112402436.0	112430478.0	q31.1	TMEM168	NM_022484
7	150497853.0	150502208.0	q36.1	TMEM176A	NM_018487
7	150488375.0	150498448.0	q36.1	TMEM176B	NM_014020
7	140774031.0	141180179.0	q34	TMEM178B	NM_001195278
7	129804552.0	129845338.0	q32.2	TMEM209	NM_001301163
7	138482738.0	138490769.0	q34	TMEM213	NM_001085429
7	99195688.0	99208668.0	q22.1	TMEM225B	NM_001195543
7	123670969.0	123673523.0	q31.32	TMEM229A	NM_001136002
7	86825477.0	86849903.0	q21.12	TMEM243	NM_001329472
7	66386202.0	66423538.0	q11.21	TMEM248	NM_017994
7	73275488.0	73280223.0	q11.23	TMEM270	NM_182504
7	77423044.0	77427747.0	q11.23	TMEM60	NM_032936
7	150778171.0	150780620.0	q36.1	TMUB1	NM_001136044
7	128594233.0	128695227.0	q32.1	TNPO3	NM_001191028
7	86954663.0	86974808.0	q21.12	TP53TG1	NR_015381
7	128695276.0	128697293.0	q32.1	TPI1P2	NR_002187
7	144149033.0	144533146.0	q35	TPK1	NM_001350887
7	65670258.0	65825438.0	q11.21	TPST1	NM_003596
7	138145078.0	138270332.0	q34	TRIM24	NM_003852
7	99488029.0	99517223.0	q22.1	TRIM4	NM_033091
7	72726531.0	72742085.0	q11.23	TRIM50	NM_001281450
7	100728719.0	100735019.0	q22.1	TRIM56	NM_030961
7	75024902.0	75034896.0	q11.23	TRIM73	NM_198924
7	72430015.0	72439997.0	q11.23	TRIM74	NM_198853
7	100464949.0	100471076.0	q22.1	TRIP6	NM_003302
7	142605266.0	142630820.0	q34	TRPV5	NM_019841
7	142568955.0	142583490.0	q34	TRPV6	NM_018646
7	98476112.0	98610866.0	q22.1	TRRAP	NM_003496
7	141968100.0	141972068.0	q34	TRY2P	NR_036483
7	100064141.0	100076902.0	q22.1	TSC22D4	NM_030935
7	130353485.0	130372268.0	q32.2	TSGA13	NM_001304968
7	120427373.0	120498177.0	q31.31	TSPAN12	NM_012338
7	128784711.0	128809535.0	q32.1	TSPAN33	NM_178562
7	138818489.0	138876732.0	q34	TTC26	NM_001318333
7	66461791.0	66704507.0	q11.21	TYW1	NM_018264
7	72039491.0	72298813.0	q11.22	TYW1B	NM_001145440
7	129470572.0	129592800.0	q32.2	UBE2H	NM_003344
7	156931654.0	157062066.0	q36.3	UBE3C	NM_014671
7	138916230.0	138992982.0	q34	UBN2	NM_173569
7	100486343.0	100487339.0	q22.1	UFSP1	NM_001015072
7	76139739.0	76157199.0	q11.23	UPK3B	NM_030570
7	102277471.0	102283238.0	q22.1	UPK3BL1	NM_001114403
7	100805789.0	100808852.0	q22.1	VGF	NM_003378
7	65338085.0	65424550.0	q11.21	VKORC1L1	NM_173517
7	73082173.0	73086440.0	q11.23	VPS37D	NM_001077621
7	92861652.0	92990435.0	q21.3	VPS50	NM_017667
7	123321980.0	123389125.0	q31.32	WASL	NM_003941
7	151078206.0	151107791.0	q36.1	WDR86	NM_001284261
7	151106246.0	151110440.0	q36.1	WDR86-AS1	NR_109857
7	134868589.0	134896316.0	q33	WDR91	NM_014149
7	141408152.0	141431071.0	q34	WEE2	NM_001105558
7	141404137.0	141438030.0	q34	WEE2-AS1	NR_015392
7	120965420.0	120981158.0	q31.31	WNT16	NM_016087
7	116916685.0	116963343.0	q31.2	WNT2	NR_024047
7	152343586.0	152373250.0	q36.1	XRCC2	NM_005431
7	63894070.0	63895895.0	q11.21	YWHAEP1	NR_029404
7	75956107.0	75988342.0	q11.23	YWHAG	NM_012479
7	100331248.0	100395419.0	q22.1	ZAN	NM_173059
7	100171657.0	100172356.0	q22.1	ZASP	NM_001289933
7	150026937.0	150029811.0	q36.1	ZBED6CL	NM_138434
7	138728265.0	138794465.0	q34	ZC3HAV1	NM_020119
7	138710451.0	138720775.0	q34	ZC3HAV1L	NM_080660
7	129658125.0	129691291.0	q32.2	ZC3HC1	NM_016478
7	99998494.0	100026431.0	q22.1	ZCWPW1	NM_017984
7	99613174.0	99642997.0	q22.1	ZKSCAN1	NM_001346579
7	99102266.0	99131445.0	q22.1	ZKSCAN5	NM_145102
7	64126460.0	64171960.0	q11.21	ZNF107	NM_016220
7	64434829.0	64451414.0	q11.21	ZNF117	NM_015852
7	64254765.0	64314178.0	q11.21	ZNF138	NR_073389
7	148936741.0	148952700.0	q36.1	ZNF212	NM_012256
7	64363619.0	64391955.0	q11.21	ZNF273	NR_003099
7	111846642.0	111983989.0	q31.1	ZNF277	NM_021994
7	148892553.0	148923339.0	q36.1	ZNF282	NM_003575
7	99661469.0	99679387.0	q22.1	ZNF3	NM_001318137
7	99084141.0	99097931.0	q22.1	ZNF394	NM_001345968
7	148823507.0	148880118.0	q36.1	ZNF398	NM_020781
7	148799877.0	148823438.0	q36.1	ZNF425	NM_001001661
7	149461270.0	149470568.0	q36.1	ZNF467	NM_207336
7	99156044.0	99174076.0	q22.1	ZNF655	NM_138494
7	63688851.0	63727309.0	q11.21	ZNF679	NM_153363
7	63980254.0	64023505.0	q11.21	ZNF680	NM_178558
7	63459183.0	63483903.0	q11.21	ZNF722P	NR_145488
7	63505799.0	63545717.0	q11.21	ZNF727	NM_001159522
7	63667580.0	63680668.0	q11.21	ZNF735	NM_001159524
7	63774250.0	63817012.0	q11.21	ZNF736	NM_001170905
7	149169883.0	149194898.0	q36.1	ZNF746	NM_152557
7	149244244.0	149321881.0	q36.1	ZNF767P	NR_027788
7	150076405.0	150095719.0	q36.1	ZNF775	NM_173680
7	149128453.0	149158053.0	q36.1	ZNF777	NM_015694
7	148959261.0	148982085.0	q36.1	ZNF783	NM_001195220
7	148766732.0	148787869.0	q36.1	ZNF786	NM_152411
7	99070514.0	99085217.0	q22.1	ZNF789	NM_001351004
7	127010096.0	127032778.0	q31.33	ZNF800	NM_176814
7	88388681.0	88967842.0	q21.13	ZNF804B	NM_181646
7	149535455.0	149564568.0	q36.1	ZNF862	NM_001099220
7	64838711.0	64866048.0	q11.21	ZNF92	NM_152626
7	100860984.0	100867471.0	q22.1	ZNHIT1	NM_006349
7	76026840.0	76071388.0	q11.23	ZP3	NM_007155
7	99647416.0	99662663.0	q22.1	ZSCAN21	NM_145914
7	99214570.0	99270161.0	q22.1	ZSCAN25	NM_001350984
7	143078359.0	143088206.0	q34	ZYX	NM_003461
8	39442086.0	39587583.0	p11.22	ADAM18	NM_014237
8	39601254.0	39695808.0	p11.22	ADAM2	NM_001464
8	24151552.0	24216531.0	p21.2	ADAM28	NM_014265
8	38965047.0	39142436.0	p11.22	ADAM32	NM_001313994
8	39308563.0	39380508.0	p11.22	ADAM3A	NR_001569
8	39172181.0	39260375.0	p11.22	ADAM5	NR_001448
8	24298508.0	24367077.0	p21.2	ADAM7	NM_003817
8	38854504.0	38962779.0	p11.22	ADAM9	NR_027878
8	24241797.0	24263526.0	p21.2	ADAMDEC1	NM_001145271
8	37654400.0	37701504.0	p11.23	ADGRA2	NM_032777
8	26605666.0	26723172.0	p21.2	ADRA1A	NM_033303
8	37820513.0	37824184.0	p11.23	ADRB3	NM_000025
8	6565877.0	6619021.0	p23.1	AGPAT5	NM_018361
8	6357174.0	6420784.0	p23.1	ANGPT2	NM_001147
8	41510743.0	41754280.0	p11.21	ANK1	NM_001142446
8	42010463.0	42028701.0	p11.21	AP3M2	NM_001134296
8	1772141.0	1906807.0	p23.3	ARHGEF10	NM_001308152
8	17913807.0	17942507.0	p22	ASAH1	NM_004315
8	37963010.0	37997598.0	p11.23	ASH2L	NM_004674
8	20054703.0	20079207.0	p21.3	ATP6V1B2	NM_001693
8	38034105.0	38070819.0	p11.23	BAG4	NM_001204878
8	22477946.0	22526661.0	p21.3	BIN3	NM_018688
8	22497883.0	22499722.0	p21.3	BIN3-IT1	NR_027715
8	11351500.0	11422113.0	p23.1	BLK	NM_001330465
8	22022652.0	22069840.0	p21.3	BMP1	NM_006129
8	26240522.0	26270644.0	p21.2	BNIP3L	NM_004331
8	37701397.0	37707431.0	p11.23	BRF2	NM_018310
8	13424351.0	13425797.0	p22	C8orf48	NM_001007090
8	11618764.0	11620732.0	p23.1	C8orf49	NM_001031839
8	22457113.0	22461662.0	p21.3	C8orf58	NM_001198827
8	10530146.0	10558103.0	p23.1	C8orf74	NM_001040032
8	38368351.0	38386180.0	p11.22	C8orf86	NM_001303531
8	22462144.0	22477983.0	p21.3	CCAR2	NR_033902
8	27590832.0	27630170.0	p21.1	CCDC25	NM_001304532
8	25316446.0	25365433.0	p21.2	CDCA2	NM_152562
8	23101149.0	23119513.0	p21.3	CHMP7	NM_152272
8	27317277.0	27336813.0	p21.2	CHRNA2	NM_001282455
8	42607779.0	42623929.0	p11.21	CHRNA6	NM_004198
8	42552518.0	42592550.0	p11.21	CHRNB3	NM_001347717
8	8559665.0	8561617.0	p23.1	CLDN23	NM_194284
8	1711869.0	1734736.0	p23.3	CLN8	NM_018941
8	27454433.0	27472328.0	p21.1	CLU	NM_001831
8	17086737.0	17104418.0	p22	CNOT7	NM_013354
8	19261671.0	19615540.0	p21.3	CSGALNACT1	NM_001354477
8	2792874.0	4852328.0	p23.2	CSMD1	NM_033225
8	11700033.0	11725659.0	p23.1	CTSB	NM_001317237
8	30013812.0	30041155.0	p12	DCTN6	NM_006571
8	38089008.0	38120287.0	p11.23	DDHD2	NM_015214
8	6835170.0	6837614.0	p23.1	DEFA1	NM_004084
8	6825662.0	6826635.0	p23.1	DEFA10P	NR_029386
8	6886122.0	6887011.0	p23.1	DEFA11P	NR_073421
8	6835170.0	6837614.0	p23.1	DEFA1B	NM_001302265
8	6873390.0	6875816.0	p23.1	DEFA3	NM_005217
8	6793341.0	6795860.0	p23.1	DEFA4	NM_001925
8	6912821.0	6914261.0	p23.1	DEFA5	NM_021010
8	6782215.0	6783598.0	p23.1	DEFA6	NM_001926
8	6808247.0	6809121.0	p23.1	DEFA8P	NR_073407
8	6816810.0	6817683.0	p23.1	DEFA9P	NR_073408
8	6728096.0	6735529.0	p23.1	DEFB1	NM_005218
8	7286415.0	7287870.0	p23.1	DEFB103A	NM_001081551
8	7286415.0	7287870.0	p23.1	DEFB103B	NM_018661
8	7327829.0	7332604.0	p23.1	DEFB104A	NM_080389
8	7327829.0	7332604.0	p23.1	DEFB104B	NM_001040702
8	7345190.0	7347115.0	p23.1	DEFB105A	NM_152250
8	7345190.0	7347115.0	p23.1	DEFB105B	NM_001040703
8	7340025.0	7343909.0	p23.1	DEFB106A	NM_152251
8	7340025.0	7343909.0	p23.1	DEFB106B	NM_001040704
8	7353367.0	7366833.0	p23.1	DEFB107A	NM_001037668
8	7353367.0	7366833.0	p23.1	DEFB107B	NM_001040705
8	12250792.0	12257874.0	p23.1	DEFB109A	NR_024044
8	7847936.0	7855043.0	p23.1	DEFB109B	NM_001037380
8	11921897.0	11929256.0	p23.1	DEFB130A	NM_001037804
8	11921897.0	11929256.0	p23.1	DEFB130B	NM_001195257
8	11850685.0	11858261.0	p23.1	DEFB134	NM_001302695
8	11839829.0	11842099.0	p23.1	DEFB135	NM_001033017
8	11831445.0	11832108.0	p23.1	DEFB136	NM_001033018
8	7752086.0	7754238.0	p23.1	DEFB4A	NM_004942
8	7272384.0	7274354.0	p23.1	DEFB4B	NM_001205266
8	6844699.0	6847243.0	p23.1	DEFT1P	NR_036686
8	6844699.0	6847243.0	p23.1	DEFT1P2	NR_036687
8	42231585.0	42234674.0	p11.21	DKK4	NM_014420
8	12940871.0	13462125.0	p22	DLC1	NM_001348081
8	687718.0	1656642.0	p23.3	DLGAP2	NM_001346810
8	1513675.0	1569830.0	p23.3	DLGAP2-AS1	NR_103863
8	21906465.0	21940038.0	p21.3	DMTN	NM_001323397
8	25042237.0	25273232.0	p21.2	DOCK5	NM_024940
8	21766383.0	21771219.0	p21.3	DOK2	NM_201349
8	26371708.0	26515693.0	p21.2	DPYSL2	NM_001197293
8	33448847.0	33457624.0	p12	DUSP26	NM_024025
8	29190578.0	29208267.0	p12	DUSP4	NM_001394
8	25699245.0	25902640.0	p21.2	EBF2	NM_022659
8	22545173.0	22550815.0	p21.3	EGR3	NM_004430
8	37888019.0	37917883.0	p11.23	EIF4EBP1	NM_004095
8	27947747.0	28048669.0	p21.1	ELP3	NM_001284222
8	23286664.0	23315244.0	p21.2	ENTPD4	NM_001128930
8	27348518.0	27402439.0	p21.2	EPHX2	NM_001256482
8	8860313.0	8957609.0	p23.1	ERI1	NM_001354638
8	564736.0	681239.0	p23.3	ERICH1	NM_001303100
8	37594096.0	37615319.0	p11.23	ERLIN2	NM_007175
8	27632057.0	27662424.0	p21.1	ESCO2	NM_001017420
8	28558989.0	28611207.0	p21.1	EXTL3	NM_001440
8	28555919.0	28558981.0	p21.1	EXTL3-AS1	NR_126027
8	21946664.0	21961891.0	p21.3	FAM160B2	NM_001354251
8	11278972.0	11324276.0	p23.1	FAM167A	NM_053279
8	11225910.0	11296166.0	p23.1	FAM167A-AS1	NR_026814
8	12219527.0	12268510.0	p23.1	FAM66A	NR_026789
8	7156265.0	7212885.0	p23.1	FAM66B	NR_027423
8	11973290.0	12008698.0	p23.1	FAM66D	NR_027425
8	7812534.0	7866277.0	p23.1	FAM66E	NR_027424
8	12043244.0	12060035.0	p23.1	FAM85A	NR_146925
8	7958283.0	8085025.0	p23.1	FAM85B	NR_147089
8	12039612.0	12051624.0	p23.1	FAM86B1	NM_001083537
8	12040627.0	12051642.0	p23.1	FAM86B2	NR_148876
8	8086091.0	8102387.0	p23.1	FAM86B3P	NR_024361
8	7627105.0	7628835.0	p23.1	FAM90A10P	NR_046351
8	12272029.0	12275541.0	p23.1	FAM90A25P	NR_073395
8	12030962.0	12034776.0	p23.1	FAM90A2P	NR_046354
8	7421309.0	7431920.0	p23.1	FAM90A7P	NR_046343
8	28285925.0	28347835.0	p21.1	FBXO16	NM_172366
8	11653081.0	11696818.0	p23.1	FDFT1	NM_001287744
8	21900263.0	21906319.0	p21.3	FGF17	NM_001304478
8	16850333.0	16859674.0	p22	FGF20	NM_019851
8	38268655.0	38326352.0	p11.23	FGFR1	NM_015850
8	17721899.0	17753047.0	p22	FGL1	NM_004467
8	42911441.0	42940932.0	p11.21	FNTA	NR_033698
8	33228343.0	33330664.0	p12	FUT10	NM_032664
8	28351721.0	28431785.0	p21.1	FZD3	NM_145866
8	11534427.0	11617511.0	p23.1	GATA4	NM_001308094
8	21549529.0	21646346.0	p21.3	GFRA2	NM_001495
8	41386724.0	41402565.0	p11.21	GINS4	NM_032336
8	25276773.0	25282556.0	p21.2	GNRH1	NM_001083111
8	41348080.0	41368499.0	p11.21	GOLGA7	NM_001174124
8	37791799.0	37797647.0	p11.23	GOT1L1	NM_152413
